Unnamed: 0,class,identifier,location,location_type,lookup_type,sha1,stimulus_set_identifier
108.0,,dietterich.Hendrycks2019.defocus_blur_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_defocus_blur_2.zip,S3,stimulus_set,58ee6a065a5aedb6094e6f75ca216e727d885517,
109.0,StimulusSet,dietterich.Hendrycks2019.glass_blur_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_glass_blur_2.csv,S3,stimulus_set,da72f3a1cd67dd2f5674fce3772182e550663286,
110.0,,dietterich.Hendrycks2019.glass_blur_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_glass_blur_2.zip,S3,stimulus_set,359d4d4963ab2196da14f1386c5e762d16ea11e0,
111.0,StimulusSet,dietterich.Hendrycks2019.motion_blur_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_motion_blur_2.csv,S3,stimulus_set,79c603c1d7e412f2b28475ef8ad143aa46066147,
112.0,,dietterich.Hendrycks2019.motion_blur_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_motion_blur_2.zip,S3,stimulus_set,da9a1257d3c4262e0dd73b9a05f4bb9d4bd6fe2c,
113.0,StimulusSet,dietterich.Hendrycks2019.zoom_blur_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_zoom_blur_2.csv,S3,stimulus_set,98c7f206ad99fe8747d52eef6b00008cb58efc6d,
114.0,,dietterich.Hendrycks2019.zoom_blur_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_zoom_blur_2.zip,S3,stimulus_set,140cbdabc13470f73be7bad26538967efb8e11f4,
115.0,StimulusSet,dietterich.Hendrycks2019.snow_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_snow_2.csv,S3,stimulus_set,a59a1e64df07643ecd92780e3c95fdb11e77e8ea,
116.0,,dietterich.Hendrycks2019.snow_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_snow_2.zip,S3,stimulus_set,1700a44ad791b93f2943fad717ce1173a9d90141,
117.0,StimulusSet,dietterich.Hendrycks2019.frost_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_frost_2.csv,S3,stimulus_set,09ff55c44db85f5a5a5d0146563757ddfef08da3,
